IssueKey,Summary
OP-9361,"Functional Test Cases Preparation"
OP-9363,"UI Automation Test Script Development & Execution"
OP-9364,"API Automation Test script Development &vExecution"
OP-9365,"Functional test cases review"
OP-9368,"Wireframe Design"
OP-9370,"UI Automation Review"
OP-9371,"API Automation Review"
OP-9373,"API Design and Development"
OP-9384,"UI Development"
OP-9385,"Desk Check"
OP-9386,"Test Case Preparation"
OP-9387,"Test cases Execution"
OP-9390,"Design WireFrame"
OP-9391,"Story Definition and Story Grooming"
OP-9392,"Unit Testing"
OP-10015,"PR Review"
OP-10147,"Ui field level specific validations - Application , Service , Gate"
OP-10148,"Ui field level specific validations - Spinakker, Agent, Cloud Provider"
OP-10149,"Ui field level specific validations - Integrators"
OP-10150,"Ui field level specific validations - Metric Template, Log Template"
OP-10627,"Desk Check"
OP-9481,"UI Development - Implement Design"
OP-9482,"Unit Testing"
OP-9484,"Desk Check"
OP-9943,"Code Review - Cloud Providers Help text read from help-text.json file"
OP-9486,"UI Automation Test Script Preparation & Execution"
OP-9487,"Review - Automation"
OP-9488,"Story definition & Grooming"
OP-10623,"Code Review - Cloud Providers read helptext from helptext config service file"
OP-9493,"UI Development - Implement Design"
OP-9494,"Unit Testing"
OP-9496," Desk Check"
OP-9498,"UI Automation Test Script Preparation & Execution"
OP-9500,"Story definition & Story Grooming"
OP-9501,"Review - Automation"
OP-10612,"code review - reading helptext from helptextconfig servie"
OP-9505,"UI Development - Implement Design"
OP-9506,"Unit Testing"
OP-9507,"Functional QA Test Case Preparation"
OP-9508,"Desk Check"
OP-9510,"UI Automation Test Script Preparation & Execution"
OP-9511,"Automation Review"
OP-9512,"Story definition & Story Grooming"
OP-9958,"Code Review - Spinnaker setup Help text read from help-text.json file"
OP-10616,"Code Review - Change of reading helptext from helptextconfig servie file"
OP-9856,"Functional QA - Test Case Execution"
OP-10429,"Discuss with Dev Team regarding DB improvements"
OP-10551,"Test case Review"
OP-10701,"API - add new API configuration in gate service"
OP-10755,"Update Kube Yaml"
OP-9678,"Java-API   for datasource creation  test from ui "
OP-9680,"Functional QA - Test case Creation"
OP-9730,"Functional QA - Test case Execution"
OP-9731,"Functional QA - Test case Review"
OP-9732,"API Automation"
OP-9733,"UI Automation Test Script Preparation & Execution"
OP-9738,"Functional QA - Test case Creation - Edit operations"
OP-9739,"Functional QA - Test case Creation - Delete operations"
OP-9899,"Desk check"
OP-10636,"API - new API to save user roles CRUD operation for Audit "
OP-10637,"API - change in resource level Audit trail permission implementation change"
OP-10666,"Dev testing "
OP-10668,"Junit test cases for new API and audit permission"
OP-10661,"API - new API to save policy user roles"
OP-10663,"API - changes in current implementation of policy permission API"
OP-10664,"Dev testing"
OP-10665,"Junit test cases for new API and policy permission API"
OP-9740,"Functional QA - Test Cases Preparation"
OP-9741,"Functional QA - Test case Execution"
OP-9742,"Functional QA - Test case Review "
OP-9744,"UI Automation Test Script Preparation & Execution"
OP-9745,"Functional QA - Test case Execution - Edit operations"
OP-9746,"Functional QA - Test case Execution - Delete operations"
OP-9747,"Functional QA - Verification operations"
OP-9884,"Desk check"
OP-9909,"implementation of process loganalysis for stackdriver"
OP-10002,"End to end  testing from back end (trigger canary run)"
OP-10593,"Refactor SplunkLogDownloader according to Framework"
OP-10082,"KT on LogAnalysis framework setup"
OP-10009,"checking failures in pr-https://github.com/OpsMx/platform-service/pull/789-harsha"
OP-10010,"checking failures related to elk account creation -https://github.com/OpsMx/platform-service/pull/789  harsha"
OP-10083,"checking failures in pr to platform service related to integrators authentiacaion-by harsha"
OP-10133,"checking failures caused by opa integrator account creation failing "
OP-10547,"checking failures related to reclassification in pr no 4371 to analytics from sheetal atre"
OP-10548,"checking jfrog account creation failure after adding validations "
OP-10696,"debugging the error in aona run with anoop"
OP-10886,"checking the getdashboardsummary API failure in gitpr ns"
OP-10962,"aona error debugging session with neelima and lutan srikanth"
OP-10978,"checking failures in sheetal pr to analystics pr no 4390 failures related to getdashboardsummary api"
OP-10979,"ds-jenkins job is taking so long sometimes to build jar in gitpr ns "
OP-9823,"Functional QA - Test Cases Preparation"
OP-9824,"Functional QA - Test Cases Execution"
OP-9825,"Functional QA - Test Cases Review"
OP-9826,"Automation Review"
OP-9827,"API Automation Test Script Development &Execution"
OP-9832,"Functional QA - Test Cases Preparation"
OP-9833,"Functional QA - Test Cases Execution"
OP-9834,"Functional QA - Test Cases Review"
OP-9835,"Automation Review"
OP-9836,"API Automation Test Script Development &Execution"
OP-10187,"Documentation: Spinnaker Setup"
OP-10040,"UI Development - Implement Design"
OP-10041," Desk Check"
OP-10042,"Functional QA - Test Case Preparation"
OP-10043,"Functional QA - Test cases Execution"
OP-10044,"UI Automation Test Scripts Preparation & Execution"
OP-10045,"Review - Automation"
OP-10046," Design WireFrame"
OP-10047,"Story definition & Story Grooming"
OP-10048,"Unit Testing"
OP-10171,"Review - Test Case Preparation"
OP-10571,"Create Spunk and push in dev cluster"
OP-10572,"Create Bamboo CI server "
OP-10573,"Install Graylog and load some Data"
OP-10174," UI Development - Implement Design"
OP-10175,"Unit Testing"
OP-10177," Desk Check"
OP-10178,"Test cases Execution"
OP-10179,"UI Automation Test Script Preparation & Execution"
OP-10180,"Review - Functional Test cases Preparation"
OP-10181,"Story definition & Story Grooming"
OP-10182," Review - Automation"
OP-10470,"PR Review UI - Agent setup read help text from help-text.json and needed changes for validating the input fields"
OP-10190,"UI Development - Implement Design"
OP-10191,"Unit Testing"
OP-10192,"Test Case Preparation"
OP-10193,"Desk Check"
OP-10194,"Code Review - Cloud Providers Help text read from help-text.json file"
OP-10196,"UI Automation Test Script Preparation & Execution"
OP-10197,"Review - Automation"
OP-10198,"Story definition & Grooming"
OP-10208,"Story definition & Story Grooming"
OP-10201,"UI Development - Implement Design"
OP-10202,"Unit Testing"
OP-10204,"Desk Check"
OP-10428,"Code Review"
OP-10206,"UI Automation Test Script Preparation & Execution"
OP-10209,"Review - Automation"
OP-11020,"Setup Gate project in local machine"
OP-11022,"Unit Testing"
OP-11023,"Code review"
OP-10221,"UI Development"
OP-10222," Desk Check"
OP-10223,"Test Case Preparation"
OP-10225,"UI Automation Test Script Preparation & Execution"
OP-10226,"Review - UI Automation"
OP-10227,"Review - Test Cases Preparation"
OP-10228," Story Definition and Story Grooming"
OP-10229," Unit Testing"
OP-10230,"PR Review"
OP-10751,"Hide Tooltip if no content found in helptext for respective field - Development"
OP-10240,"UI Development - Implement Design"
OP-10241,"Unit Testing"
OP-10242,"Test Case Preparation"
OP-10247,"Review - Automation"
OP-10248,"Story definition & Grooming - All Integrator Screens"
OP-10514,"Common Component -Custom Field Validation development "
OP-10516,"PR Review - Common Component -Custom Field Validation development "
OP-10635,"PR review - Integrator Field validations"
OP-10274,"UI Development - Implement Design"
OP-10275,"Unit Testing"
OP-10276,"Functional QA Test Case Preparation"
OP-10278,"Funcitonal QA Test cases Execution"
OP-10279,"UI Automation Test Script Preparation & Execution"
OP-10280,"Automation Review"
OP-10281,"Story definition & Story Grooming"
OP-10282,"Review - Test cases preparation"
OP-10283," Code Review - Spinnaker setup Help text read from help-text.json file"
OP-10306,"Story Grooming and Story Definition"
OP-10307,"UI - development"
OP-10308,"Unit Testing"
OP-10332,"PR Review"
OP-10590," Latest yml file to map helptext json from config file "
OP-10337,"UI- development"
OP-10338,"Unit Testing"
OP-10874,"Story Grooming and Story Definition"
OP-10875,"PR Review"
OP-10894,"helpText - service file update - Application Setup and Visibility"
OP-10896,"Code review - Application Setup and Visibility"
OP-10362,"Story definition & Story Grooming"
OP-10355,"UI Development - Implement Design"
OP-10356,"Unit Testing"
OP-10358,"Desk Check"
OP-10364,"Code Review - Service Name setup Help text read from help-text.json file"
OP-10357,"Functional QA Test Case Preparation"
OP-10360,"UI Automation Test Script Preparation & Execution"
OP-10361,"Automation Review"
OP-10363,"Review - Test cases preparation"
OP-10415,"Story Definition and Story Grooming"
OP-10416,"UI Implementation"
OP-10418,"Unit Testing"
OP-10411,"Desk Check"
OP-10414,"Code review"
OP-10421,"Automation Review"
OP-10513,"Review - Test Case Preparation"
OP-10502,"Story Definition and Story Grooming"
OP-10503,"UI Implementation"
OP-10504,"Unit Testing"
OP-10505,"Desk Check"
OP-10506,"Code Review"
OP-10431,"UI Development"
OP-10432,"Desk Check"
OP-10435,"UI Automation Test Script Preparation & Execution"
OP-10437,"Story Definition and Story Grooming"
OP-10438,"Review - Test Cases"
OP-10439,"Unit Testing"
OP-10519,"PR Review"
OP-10442,"move common attributes of LogTemplate, MetricTemplate into abstract class"
OP-10889," check for ds status after getLogStatus() calls in log analysis -  log provider trigger class"
OP-10890," check for ds status after getMetricStatus() calls"
OP-10891,"check for ds status after getEntropyStatus() calls in Entropy - updateFeedbackLogTemplate"
OP-10487,"Story definition & Story Grooming"
OP-10488,"UI Development - Implement Design"
OP-10489,"Unit Testing"
OP-10490,"Desk Check"
OP-10491,"Code Review - Service Name setup Help text read from help-text.json file"
OP-10494,"UI Automation Test Script Preparation & Execution"
OP-10495,"Automation Review"
OP-10525,"UI Development - Implement Design"
OP-10526,"Unit Testing"
OP-10527,"Test Case Preparation"
OP-10528,"Desk Check"
OP-10529,"Test cases Execution"
OP-10530,"UI Automation Test Script Preparation & Execution"
OP-10531,"Review - Functional Test cases Preparation"
OP-10532,"Story definition & Story Grooming"
OP-10533,"Review - Automation"
OP-10534,"PR Review"
OP-10536,"UI Development - Implement Design"
OP-10537,"Unit Testing"
OP-10538,"Test Case Preparation"
OP-10539,"Desk Check"
OP-10540,"Test cases Execution"
OP-10541,"UI Automation Test Script Preparation & Execution"
OP-10543,"Story definition & Story Grooming"
OP-10544,"Review - Automation"
OP-10545,"PR Review"
OP-10731,"Functional QA - Test Cases Execution"
OP-10732,"Functional QA - Test Cases Review"
OP-10733,"API Automation Test Script Development &Execution"
OP-10592,"Changes for Analytics service"
OP-10594,"Changes for platform service"
OP-10596,"changes for UI service"
OP-10597,"discussion/KT"
OP-10598,"research for solution"
OP-10599,"changes for visibility service"
OP-10600,"changes for audit service"
OP-10601,"changes for gate service"
OP-10602,"changes for SAPOR/OES API"
OP-10604,"changes for secret management plugin"
OP-10607,"changes for issuegen"
OP-10609,"changes for datasource plugin API"
OP-10674,"changes for audit-client service"
OP-10675,"changes for audit service jpa"
OP-10676,"changes for oes-test"
OP-10677,"Update plugins jar in platform service"
OP-10793,"changes for datascience service"
OP-10858,"Oes-api,  Audit-service and Audit-client-service : Upgrade log4j2 on v3.10.1"
OP-10560,"Not able to create OPA Static Policy"
OP-10562,"Root Cause Analysis"
OP-10964,"Create GET API for listing spinnaker applications - for Start Deployment "
OP-10970,"Functional QA -  Test case Execution"
OP-11025,"Test cases Review"
OP-10736,"Functional QA - Test Cases Preparation"
OP-10737,"Functional QA - Test Cases Execution"
OP-10738,"Functional QA - Test Cases Review"
OP-10739,"Automation Review"
OP-10740,"API Automation Test Script Development &Execution"
OP-10742,"Desk Check"
OP-10743,"Desk Check"
OP-10745,"Functional QA - Test Cases Execution"
OP-10747,"Automation Review"
OP-10748,"API Automation Test Script Development &Execution"
OP-10835,"Functional QA - Test Cases Preparation"
OP-10837,"Functional QA - Test Cases Review"
OP-10838,"Automation Review"
OP-10840,"API Automation Test Script Development &Execution"
OP-10640,"Implement new table design in platform service"
OP-10642,"API -  changes in current permission table "
OP-10916,"Prepare a pipeline to take logs backup from oes-perf-testing ns"
OP-10768,"Test Case Preparation"
OP-10769,"Test Case Execution "
OP-10777,"Test Case Preparation"
OP-10778,"Test Case Execution "
OP-11113,"Discussion: Explain defective behaviour and development plan."
OP-10798,"UI Development - Design Implementaion"
OP-10799,"Unit Testing"
OP-10800,"Desk Check"
OP-10801,"Test Case Preparation"
OP-10802,"Test Case Execution "
OP-10807,"UI Development - Design Implementaion"
OP-10808,"Unit Testing"
OP-10809,"Desk Check"
OP-10810,"Test Case Preparation"
OP-10811,"Test Case Execution "
OP-10815,"Story Definition and Story Grooming"
OP-10816,"UI Development - Design Implementaion"
OP-10817,"Unit Testing"
OP-10818,"Desk Check"
OP-10819,"Test Case Preparation"
OP-10820,"Test Case Execution "
OP-10828,"Test Case Preparation"
OP-10829,"Test Case Execution "
OP-11026,"Root Cause Analysis"
OP-10958,"optimize getVerificationSummary API logic from autopilot"
OP-11003,"CLONE - Story Definition and Story Grooming"
OP-11007,"CLONE - Test Case Preparation"
OP-11008,"CLONE - Test Case Execution "
OP-11077,"Root Cause Analysis"
OP-11078,"Implement FIX using retry on exception technique"
OP-11031,"Authentication for Kubernetes"
OP-11036,"Identify the authentication API and implement it for Kubernetes"
OP-11037,"Functional QA - Test Cases Preparation"
OP-11038,"Functional QA - Test Cases Execution"
OP-11039,"Functional QA - Test Cases Review"
OP-11040,"Automation Review"
OP-11041,"API Automation Test Script Development &Execution"
OP-11042,"Desk Check"
OP-11032,"Authentication for AWS"
